YEAR,DATE,ROAD_CLASS,District,LATITUDE,LONGITUDE,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,INITDIR,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Ward_Name,Ward_ID,Hood_ID,Hood_Name
2008,28-09-2008 09:30,Major Arterial,Etobicoke York,43.71814538,-79.52109029,No,Clear,Natural,Wet,Fatal,Driver,55 to 59,Fatal,East, , ,Yes, , , , , ,Yes,Yes, , , ,York West (7),7,26,Downsview-Roding-CFB (26)
2008,21-10-2008 09:30,Major Arterial,Etobicoke York,43.69004538,-79.58279029,No,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown, , , , ,Yes, , , ,Yes,Yes, , , ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2008,21-10-2008 09:30,Major Arterial,Etobicoke York,43.69004538,-79.58279029,No,Clear,Natural,Dry,Fatal,Truck Driver,20 to 24,Fatal,South, , , , ,Yes, , , ,Yes,Yes, , , ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2010,28-11-2010 10:30,Major Arterial,Toronto East York,43.67654538,-79.36809029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,0 to 4,Major,Unknown, , ,Yes, , , , ,Yes, , , ,Yes, ,Toronto Centre-Rosedale (27),27,98,Rosedale-Moore Park (98)
2010,28-11-2010 10:30,Major Arterial,Toronto East York,43.67654538,-79.36809029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,35 to 39,Major,Unknown, , ,Yes, , , , ,Yes, , , ,Yes, ,Toronto Centre-Rosedale (27),27,98,Rosedale-Moore Park (98)
2010,28-11-2010 10:30,Major Arterial,Toronto East York,43.67654538,-79.36809029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,25 to 29,Minimal,South, , ,Yes, , , , ,Yes, , , ,Yes, ,Toronto Centre-Rosedale (27),27,98,Rosedale-Moore Park (98)
2010,28-11-2010 10:30,Major Arterial,Toronto East York,43.67654538,-79.36809029,No,Clear,Natural,Dry,Non-Fatal Injury,Other Property Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, , , ,Yes, ,Toronto Centre-Rosedale (27),27,98,Rosedale-Moore Park (98)
2013,28-08-2013 09:30,Major Arterial,Scarborough,43.73824652,-79.27045832,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,None,South, ,Yes,Yes, , , , , , , , , , ,Scarborough Centre (37),37,125,Ionview (125)
2013,28-08-2013 09:30,Major Arterial,Scarborough,43.73824652,-79.27045832,Yes,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,40 to 44,Major,West, ,Yes,Yes, , , , , , , , , , ,Scarborough Centre (37),37,125,Ionview (125)
2014,22-11-2014 10:30,Major Arterial,North York,43.74790915,-79.46238337,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Truck Driver,25 to 29,None,East, , , , ,Yes, , ,Yes, ,Yes, , , ,York Centre (9),9,26,Downsview-Roding-CFB (26)
2014,22-11-2014 10:30,Major Arterial,North York,43.74790915,-79.46238337,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Passenger,30 to 34,Major,Unknown, , , , ,Yes, , ,Yes, ,Yes, , , ,York Centre (9),9,26,Downsview-Roding-CFB (26)
2016,12-01-2016 10:30,Major Arterial,Etobicoke York,43.69460257,-79.48609553,Yes,Snow,Artificial,Snow,Non-Fatal Injury,Driver,65 to 69,None,South, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,York South-Weston (12),12,112,Beechborough-Greenbrook (112)
2016,12-01-2016 10:30,Major Arterial,Etobicoke York,43.69460257,-79.48609553,Yes,Snow,Artificial,Snow,Non-Fatal Injury,Driver,40 to 44,Major,North, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,York South-Weston (12),12,112,Beechborough-Greenbrook (112)
2016,12-01-2016 10:30,Major Arterial,Etobicoke York,43.69460257,-79.48609553,Yes,Snow,Artificial,Snow,Non-Fatal Injury,Passenger,60 to 64,Minor,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,York South-Weston (12),12,112,Beechborough-Greenbrook (112)
2011,23-12-2011 10:30,Major Arterial,North York,43.74114538,-79.31929029,Yes,Clear,Artificial,Wet,Fatal,Driver,25 to 29,Minimal,West, , ,Yes, , , , , ,Yes,Yes, , , ,Don Valley East (34),34,43,Victoria Village (43)
2011,23-12-2011 10:30,Major Arterial,North York,43.74114538,-79.31929029,Yes,Clear,Artificial,Wet,Fatal,Driver,35 to 39,Fatal,East, , ,Yes, , , , , ,Yes,Yes, , , ,Don Valley East (34),34,43,Victoria Village (43)
2011,23-12-2011 10:30,Major Arterial,North York,43.74114538,-79.31929029,Yes,Clear,Artificial,Wet,Fatal,Other Property Owner,unknown,unknown,Unknown, , ,Yes, , , , , ,Yes,Yes, , , ,Don Valley East (34),34,43,Victoria Village (43)
2011,18-10-2011 09:30,Major Arterial,North York,43.73554538,-79.44279029,No,Clear,Artificial,Other,Fatal,Driver,40 to 44,None,West,Yes, ,Yes, , , , , , , , , , ,York Centre (10),10,33,Clanton Park (33)
2011,18-10-2011 09:30,Major Arterial,North York,43.73554538,-79.44279029,No,Clear,Artificial,Other,Fatal,Pedestrian,45 to 49,Fatal,North,Yes, ,Yes, , , , , , , , , , ,York Centre (10),10,33,Clanton Park (33)
2017,27-05-2017 09:30,Major Arterial,North York,43.72465094,-79.30260859,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,25 to 29,Major,East, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2017,27-05-2017 09:30,Major Arterial,North York,43.72465094,-79.30260859,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,30 to 34,Minor,North, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2017,27-05-2017 09:30,Major Arterial,North York,43.72465094,-79.30260859,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,30 to 34,None,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2011,10-10-2011 09:30,Expressway,Etobicoke York,43.62024538,-79.51349029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2011,10-10-2011 09:30,Expressway,Etobicoke York,43.62024538,-79.51349029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Major,East, , ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2008,08-01-2008 10:30,Major Arterial,Etobicoke York,43.71474538,-79.58519029,No,Clear,Natural,Dry,Fatal,Passenger,25 to 29,Fatal,Unknown, , ,Yes, , , , ,Yes, , , , , ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2008,08-01-2008 10:30,Major Arterial,Etobicoke York,43.71474538,-79.58519029,No,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, , , , , ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2008,08-01-2008 10:30,Major Arterial,Etobicoke York,43.71474538,-79.58519029,No,Clear,Natural,Dry,Fatal,Driver,25 to 29,Minimal,West, , ,Yes, , , , ,Yes, , , , , ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,55 to 59,Minimal,Unknown, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,55 to 59,Minimal,Unknown, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,35 to 39,Minimal,Unknown, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,30 to 34,Minimal,Unknown, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,40 to 44,Minimal,Unknown, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,60 to 64,Major,Unknown, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,West, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,11-06-2008 09:30,Major Arterial,Toronto East York,43.65574538,-79.38379029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,Major,East, , , , , ,Yes, ,Yes, , , , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2011,18-10-2011 09:30,Minor Arterial,Toronto East York,43.65093954,-79.43996058,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,30 to 34,None,West,Yes, ,Yes, , , , , , , , , , ,Davenport (18),18,83,Dufferin Grove (83)
2011,18-10-2011 09:30,Minor Arterial,Toronto East York,43.65093954,-79.43996058,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,55 to 59,Major,East,Yes, ,Yes, , , , , , , , , , ,Davenport (18),18,83,Dufferin Grove (83)
2011,22-08-2011 09:30,Minor Arterial,Etobicoke York,43.66714538,-79.52009029,No,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , , , , , ,Etobicoke Centre (4),4,9,Edenbridge-Humber Valley (9)
2011,22-08-2011 09:30,Minor Arterial,Etobicoke York,43.66714538,-79.52009029,No,Clear,Natural,Dry,Fatal,Driver,50 to 54,Fatal,North, , ,Yes, , , , , , , , , , ,Etobicoke Centre (4),4,9,Edenbridge-Humber Valley (9)
2011,22-08-2011 09:30,Minor Arterial,Etobicoke York,43.66714538,-79.52009029,No,Clear,Natural,Dry,Fatal,Other Property Owner,unknown,unknown,Unknown, , ,Yes, , , , , , , , , , ,Etobicoke Centre (4),4,9,Edenbridge-Humber Valley (9)
2013,01-11-2013 09:30,Major Arterial,Toronto East York,43.65984538,-79.36409029,No,Rain,Artificial,Wet,Non-Fatal Injury,Driver,30 to 34,None,West,Yes, ,Yes, , , , , ,Yes,Yes, , , ,Toronto Centre-Rosedale (28),28,72,Regent Park (72)
2013,01-11-2013 09:30,Major Arterial,Toronto East York,43.65984538,-79.36409029,No,Rain,Artificial,Wet,Non-Fatal Injury,Pedestrian,unknown,Major,Unknown,Yes, ,Yes, , , , , ,Yes,Yes, , , ,Toronto Centre-Rosedale (28),28,72,Regent Park (72)
2008,06-07-2008 09:30,Local,Scarborough,43.82124538,-79.29879029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Major,Unknown,Yes, , , , , , , , , , , , ,Scarborough-Rouge River (41),41,130,Milliken (130)
2009,07-05-2009 09:30,Major Arterial,Toronto East York,43.66364538,-79.46379029,Yes,Rain,Natural,Wet,Non-Fatal Injury,Driver,45 to 49,Major,South, , ,Yes, , , , , , ,Yes,Yes,Yes, ,Parkdale-High Park (14),14,90,Junction Area (90)
2009,07-05-2009 09:30,Major Arterial,Toronto East York,43.66364538,-79.46379029,Yes,Rain,Natural,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , ,Yes,Yes,Yes, ,Parkdale-High Park (14),14,90,Junction Area (90)
2009,07-05-2009 09:30,Major Arterial,Toronto East York,43.66364538,-79.46379029,Yes,Rain,Natural,Wet,Non-Fatal Injury,Driver,25 to 29,None,West, , ,Yes, , , , , , ,Yes,Yes,Yes, ,Parkdale-High Park (14),14,90,Junction Area (90)
2009,07-05-2009 09:30,Major Arterial,Toronto East York,43.66364538,-79.46379029,Yes,Rain,Natural,Wet,Non-Fatal Injury,Other Property Owner,unknown,unknown,Unknown, , ,Yes, , , , , , ,Yes,Yes,Yes, ,Parkdale-High Park (14),14,90,Junction Area (90)
2014,28-07-2014 09:30,Major Arterial,Etobicoke York,43.73503073,-79.6178628,Yes,Rain,Artificial,Wet,Fatal,Driver,60 to 64,None,South,Yes, , , , ,Yes, , , , , , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2014,28-07-2014 09:30,Major Arterial,Etobicoke York,43.73503073,-79.6178628,Yes,Rain,Artificial,Wet,Fatal,Pedestrian,30 to 34,Fatal,North,Yes, , , , ,Yes, , , , , , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2017,19-01-2017 10:30,Major Arterial,Toronto East York,43.64857825,-79.38023768,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Truck Driver,60 to 64,None,East,Yes, , , ,Yes, , , , , , , , ,Toronto Centre-Rosedale (28),28,76,Bay Street Corridor (76)
2017,19-01-2017 10:30,Major Arterial,Toronto East York,43.64857825,-79.38023768,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,40 to 44,Major,Unknown,Yes, , , ,Yes, , , , , , , , ,Toronto Centre-Rosedale (28),28,76,Bay Street Corridor (76)
2008,08-12-2008 10:30,Major Arterial,North York,43.75594538,-79.52429029,Yes,Clear,Natural,Wet,Non-Fatal Injury,Driver,60 to 64,Minor,South, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,York West (8),8,24,Black Creek (24)
2008,08-12-2008 10:30,Major Arterial,North York,43.75594538,-79.52429029,Yes,Clear,Natural,Wet,Non-Fatal Injury,Passenger,45 to 49,Major,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,York West (8),8,24,Black Creek (24)
2008,08-12-2008 10:30,Major Arterial,North York,43.75594538,-79.52429029,Yes,Clear,Natural,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,York West (8),8,24,Black Creek (24)
2008,08-12-2008 10:30,Major Arterial,North York,43.75594538,-79.52429029,Yes,Clear,Natural,Wet,Non-Fatal Injury,Driver,25 to 29,Minimal,East, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,York West (8),8,24,Black Creek (24)
2009,25-04-2009 09:30,Major Arterial,Scarborough,43.72474538,-79.30259029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,Minimal,South, , ,Yes, , , , , , ,Yes,Yes, , ,Scarborough Centre (37),37,119,Wexford/Maryvale (119)
2009,25-04-2009 09:30,Major Arterial,Scarborough,43.72474538,-79.30259029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,25 to 29,Major,East, , ,Yes, , , , , , ,Yes,Yes, , ,Scarborough Centre (37),37,119,Wexford/Maryvale (119)
2012,02-04-2012 09:30,Major Arterial,North York,43.75824538,-79.51239029,No,Clear,Artificial,Dry,Fatal,Driver,40 to 44,None,East,Yes, ,Yes, , , , , , , , , , ,York West (8),8,25,Glenfield-Jane Heights (25)
2012,02-04-2012 09:30,Major Arterial,North York,43.75824538,-79.51239029,No,Clear,Artificial,Dry,Fatal,Pedestrian,45 to 49,Fatal,North,Yes, ,Yes, , , , , , , , , , ,York West (8),8,25,Glenfield-Jane Heights (25)
2014,06-06-2014 09:30,Expressway,Etobicoke York,43.62371023,-79.49675379,No,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major,East, , , ,Yes, , , , ,Yes,Yes, , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2016,03-05-2016 09:30,Major Arterial,Scarborough,43.74311026,-79.21887598,No,Clear,Natural,Dry,Non-Fatal Injury,Truck Driver,unknown,None,North,Yes, , , ,Yes, , , , , , , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2016,03-05-2016 09:30,Major Arterial,Scarborough,43.74311026,-79.21887598,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,45 to 49,Major,South,Yes, , , ,Yes, , , , , , , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2017,05-12-2017 10:30,Major Arterial,Toronto East York,43.65256838,-79.43252229,Yes,Rain,Artificial,Wet,Non-Fatal Injury,Driver,20 to 24,None,North, , ,Yes, , , , ,Yes, , , , , ,Davenport (18),18,84,Little Portugal (84)
2017,05-12-2017 10:30,Major Arterial,Toronto East York,43.65256838,-79.43252229,Yes,Rain,Artificial,Wet,Non-Fatal Injury,Driver,35 to 39,None,East, , ,Yes, , , , ,Yes, , , , , ,Davenport (18),18,84,Little Portugal (84)
2017,05-12-2017 10:30,Major Arterial,Toronto East York,43.65256838,-79.43252229,Yes,Rain,Artificial,Wet,Non-Fatal Injury,Passenger,55 to 59,Major,Unknown, , ,Yes, , , , ,Yes, , , , , ,Davenport (18),18,84,Little Portugal (84)
2011,02-03-2011 10:30,Collector,North York,43.77504538,-79.34339029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , , , , ,Yes,Don Valley East (33),33,53,Henry Farm (53)
2011,02-03-2011 10:30,Collector,North York,43.77504538,-79.34339029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,30 to 34,Major,East, , ,Yes, , , , , , , , , ,Yes,Don Valley East (33),33,53,Henry Farm (53)
2012,12-01-2012 10:30,Minor Arterial,Scarborough,43.81624538,-79.22759029,Yes,Rain,Artificial,Wet,Fatal,Passenger,55 to 59,None,Unknown,Yes, ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (42),42,132,Malvern (132)
2012,12-01-2012 10:30,Minor Arterial,Scarborough,43.81624538,-79.22759029,Yes,Rain,Artificial,Wet,Fatal,Driver,50 to 54,None,West,Yes, ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (42),42,132,Malvern (132)
2012,12-01-2012 10:30,Minor Arterial,Scarborough,43.81624538,-79.22759029,Yes,Rain,Artificial,Wet,Fatal,Pedestrian,40 to 44,Fatal,West,Yes, ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Rouge River (42),42,132,Malvern (132)
2013,29-11-2013 10:30,Major Arterial,Toronto East York,43.63761481,-79.44774256,No,Clear,Artificial,Dry,Fatal,Driver,25 to 29,Fatal,East, , ,Yes, , , , , , , , , , ,Parkdale-High Park (14),14,85,South Parkdale (85)
2017,28-11-2017 10:30,Major Arterial,Etobicoke York,43.75592038,-79.52425029,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,35 to 39,Major,East, , ,Yes, , , , ,Yes, ,Yes, , , ,York West (7),7,25,Glenfield-Jane Heights (25)
2017,28-11-2017 10:30,Major Arterial,Etobicoke York,43.75592038,-79.52425029,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,20 to 24,None,West, , ,Yes, , , , ,Yes, ,Yes, , , ,York West (7),7,25,Glenfield-Jane Heights (25)
2017,28-11-2017 10:30,Major Arterial,Etobicoke York,43.75592038,-79.52425029,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Other,35 to 39,None,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,York West (7),7,25,Glenfield-Jane Heights (25)
2017,28-11-2017 10:30,Major Arterial,Etobicoke York,43.75592038,-79.52425029,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Passenger,50 to 54,None,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,York West (7),7,25,Glenfield-Jane Heights (25)
2008,28-02-2008 10:30,Local,Etobicoke York,43.74334538,-79.59299029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,45 to 49,Major,East,Yes, ,Yes, , , , , , ,Yes, , , ,Etobicoke North (1),1,2,Mount Olive-Silverstone-Jamestown (2)
2009,11-07-2009 09:30,Major Arterial,North York,43.73774538,-79.42999029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,Major,East, , ,Yes, , , , , , , , , , ,Eglinton-Lawrence (16),16,39,Bedford Park-Nortown (39)
2010,05-06-2010 09:30,Major Arterial,North York,43.69634538,-79.44729029,No,"Fog, Mist, Smoke, Dust",Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , ,Yes,Yes, , , ,Eglinton-Lawrence (15),15,107,Oakwood Village (107)
2010,13-04-2010 09:30,Major Arterial,Scarborough,43.82134538,-79.31689029,Yes,Clear,Natural,Dry,Fatal,Passenger,40 to 44,Major,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, ,Yes,Scarborough-Agincourt (39),39,116,Steeles (116)
2010,13-04-2010 09:30,Major Arterial,Scarborough,43.82134538,-79.31689029,Yes,Clear,Natural,Dry,Fatal,Passenger,70 to 74,Fatal,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, ,Yes,Scarborough-Agincourt (39),39,116,Steeles (116)
2010,13-04-2010 09:30,Major Arterial,Scarborough,43.82134538,-79.31689029,Yes,Clear,Natural,Dry,Fatal,Driver,40 to 44,Major,South, , ,Yes, , , , ,Yes, ,Yes,Yes, ,Yes,Scarborough-Agincourt (39),39,116,Steeles (116)
2010,13-04-2010 09:30,Major Arterial,Scarborough,43.82134538,-79.31689029,Yes,Clear,Natural,Dry,Fatal,Driver,35 to 39,Minor,West, , ,Yes, , , , ,Yes, ,Yes,Yes, ,Yes,Scarborough-Agincourt (39),39,116,Steeles (116)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Driver,20 to 24,Major,North, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Driver,45 to 49,Minor,East, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Passenger,20 to 24,Major,Unknown, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Passenger,20 to 24,Fatal,Unknown, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Passenger,35 to 39,Minor,Unknown, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Passenger,20 to 24,Minor,Unknown, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Passenger,50 to 54,Minor,Unknown, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Passenger,25 to 29,Minor,Unknown, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Passenger,25 to 29,Minor,Unknown, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2014,09-11-2014 10:30,Major Arterial,Etobicoke York,43.72812994,-79.57464228,Yes,Clear,Artificial,Dry,Fatal,Passenger,50 to 54,Minor,Unknown, , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2008,28-02-2008 10:30,Local,Etobicoke York,43.74334538,-79.59299029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,unknown,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Etobicoke North (1),1,2,Mount Olive-Silverstone-Jamestown (2)
2007,07-09-2007 09:30,Major Arterial,North York,43.78254538,-79.40279029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,20 to 24,Major,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Willowdale (23),23,51,Willowdale East (51)
2010,05-06-2010 09:30,Major Arterial,North York,43.69634538,-79.44729029,No,"Fog, Mist, Smoke, Dust",Natural,Dry,Non-Fatal Injury,Driver,20 to 24,None,East,Yes, ,Yes, , , , , ,Yes,Yes, , , ,Eglinton-Lawrence (15),15,107,Oakwood Village (107)
2008,29-09-2008 09:30,Expressway,Toronto East York,43.69684538,-79.35299029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,50 to 54,Major,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,Toronto-Danforth (29),29,57,Broadview North (57)
2010,05-06-2010 09:30,Major Arterial,North York,43.69634538,-79.44729029,No,"Fog, Mist, Smoke, Dust",Natural,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,North,Yes, ,Yes, , , , , ,Yes,Yes, , , ,Eglinton-Lawrence (15),15,107,Oakwood Village (107)
2017,29-01-2017 10:30,Expressway,Etobicoke York,43.63349875,-79.47266779,No,Clear,Artificial,Dry,Fatal,Driver,40 to 44,Minimal,West, , ,Yes, , , , , ,Yes,Yes, ,Yes, ,Parkdale-High Park (13),13,85,South Parkdale (85)
2017,29-01-2017 10:30,Expressway,Etobicoke York,43.63349875,-79.47266779,No,Clear,Artificial,Dry,Fatal,Driver,20 to 24,Fatal,West, , ,Yes, , , , , ,Yes,Yes, ,Yes, ,Parkdale-High Park (13),13,85,South Parkdale (85)
2017,18-02-2017 10:30,Major Arterial,Toronto East York,43.66846038,-79.43899929,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,30 to 34,Major,West, , ,Yes, , ,Yes, ,Yes,Yes,Yes,Yes,Yes, ,Davenport (18),18,93,Dovercourt-Wallace Emerson-Junction (93)
